37.88500138448712,-52.14824159298688
33.31572452376104,-45.72037015083356
26.480795987956295,-36.10527277687472
30.082805175901914,-41.17243169485948
24.338139829098285,-33.09107189702504
38.49699122370028,-53.00916381991036
26.162362429195078,-35.657313495576275
36.711823172200155,-50.497862559899005
39.7591139026033,-54.78148099441144
34.84504509683751,-47.871755662635024
37.63487418404057,-51.796372897422515
34.000861330523,-46.68419253419721
32.917358396089014,-45.15996500716771
25.798426474374118,-35.14534330815482
32.074854025946834,-43.97476438444472
37.98858560047526,-52.29395962323602
31.840403291223613,-43.6449486984502
35.49481890953623,-48.78583083509929
35.997724648031124,-49.49329801931642
36.921238483841435,-50.792459438634616
